"OB","KODE_OBJECT","NAMA","HARGA_SATUAN"
"OB","01428","Pahsco Cannula Oxygen Child","12800.0"
"OB","01429","Laryngeal Mask Airway No. 1.0","85649.421875"
"OB","01430","Laryngeal Mask Airway No. 3.0","83799.4453125"
"OB","01431","Laryngeal Mask Airway No. 5.0","84232.5625"
"OB","01432","Endotracheal Tube Uncuffed No. 2.0","16916.666666666668"
"OB","01433","Endotracheal Tube Uncuffed No. 3.0","16916.666666666668"
"OB","01434","Endotracheal Tube Uncuffed No. 5.0","16916.666666666668"
"OB","01435","Endotracheal Tube No. 3.0","15091.5625"
"OB","01436","Endotracheal Tube No. 4.0","15810.042613636364"
"OB","01437","Endotracheal Tube No. 5.0","15091.5625"
"OB","01438","Endotracheal Tube No. 6.0","14829.875"
"OB","01439","Endotracheal Tube No.7.0","15801.807692307691"
"OB","01440","Reincofed ETT w/Incubating Stylet No. 3.0","91628.35069444444"
"OB","01441","Reincofed ETT w/Incubating Stylet No. 5.0","91628.35069444444"
"OB","01442","Reincofed ETT w/Incubating Stylet No. 7.0","91628.35069444444"
"OB","01443","HMEF Filter","22375.0"
"OB","01444","Mask Anesthesi Size 1","24166.666666666668"
"OB","01445","Mask Anesthesi Size 3","24166.666666666668"
"OB","01446","Mask Anesthesi Size 6","24166.666666666668"
"OB","01447","Guedel Airway No 000/Size 40 ","7733.333333333333"
"OB","01448","Guedel Airway No 1 /Size 70","7854.545454545455"
"OB","01449","Guedel Airway No 6/Size120","7955.555555555556"
"OB","01450","Disposible Endotracheal Tube Holders","40000.0"
"OB","01451","Guedel Airway No. 0/Size 60","8000.0"
"OB","01452","Guedel Airway No 2/Size 80","8000.0"
"OB","01453","Guedel Airway No 3/Size 90","8000.0"
"OB","01454","Guedel Airway No 4/Size 100","8000.0"
"OB","01455","Trulene Mesh 30x30 REf 3030","880000.0"
"OB","01456","Atomic Absorption Spectrophotometer (AAS)","4.0909090909E8"
"OB","01457","Sendok Obat","180.0"
"OB","01458","Tas Kit","20330.097087378643"
"OB","01459","STOMACH TUBE FR 14","15540.0"
"OB","01460","FLoxa MD","23540.0"
"OB","01461","Giflox  MD","70620.0"
"OB","01462","Lubricen MD","35640.0"
"OB","01463","MYDRIATHYL 0.5% MD","23210.0"
"OB","01464","Assucryl 0 HSRG 39 90 cm Ref 43856N","39970.0"
"OB","01465","Chromic 4/0 HR 17 75 cm Ref 304","23674.7"
"OB","01466","Chromic 4/0 TS 19 75cm Ref 435","23674.699999999997"
"OB","01467","Polypropylene 2/0 TS 27 75cm Ref 9575","30746.100000000002"
"OB","01468","Polypropylene 4/0 TS 19 75cm Ref 9553","30746.1"
"OB","01469","Lyteers 15 ml","19800.0"
"OB","01470","Xitrol EO 3.5gr","31570.0"
"OB","01471","Tree Way Stop Cock ","7980.0"
"OB","01472","3M Masker 6210 N95","12241.887485254418"
"OB","01473","Assucryl 0 HRG 38 90cm Ref 4346N","39970.0"
"OB","01474","Assucryl 1 HRG 40 MONOSLOW REF MS43417H","47349.4"
"OB","01475","Family Dr Strip Cholesterol ","155909.0"
"OB","01476","Gluco Dr Auto AGM 4000 ( Strip )","140909.0"
"OB","01477","Kaca Mata Google","34250.11538461538"
"OB","01478","Nassal Oxygen Baby (GEA)","4727.0"
"OB","01479","Suction Connecting Tube 3/0","26137.0"
"OB","01480","Suction Connecting Tube 6","47609.0"
"OB","01481","Ultrasoundgel USG 250ml (GC)","13636.0"
"OB","01482","Nassal Oxygen Adult ( GEA )","3636.4"
"OB","01483","Resucitator Adult","150000.0"
"OB","01484","Resucitator Child","490909.0"
"OB","01485","Matras Dewasa 200x90x13cm","535000.0"
"OB","01486","Matras Anak 170x80x13cm","465000.0"
"OB","01487","Laryngeal Mask Airway No. 1.5","84062.19642857143"
"OB","01488","Laryngeal Mask Airway No. 2.0","85813.5375"
"OB","01489","Laryngeal Mask Airway No. 2.5","85813.5375"
"OB","01490","Laryngeal Mask Airway No. 4.0","85813.5375"
"OB","01491","Endotracheal Tube No. 3.5","14829.875"
"OB","01492","Endotracheal Tube No. 4.5","14829.875"
"OB","01493","Endotracheal Tube No. 5.5","14829.875"
"OB","01494","Endotracheal Tube No. 6.5","14829.875"
"OB","01495","Endotracheal Tube No. 7.5","14829.875"
"OB","01496","Endotracheal Tube No. 8.0","15818.291666666666"
"OB","01497","Endotracheal Tube No. 8.5","14829.875"
"OB","01498","Reincofed ETT w/Incubating Stylet No. 3.5","90954.875"
"OB","01499","Reincofed ETT w/Incubating Stylet No. 4.0","90954.875"
"OB","01500","Reincofed ETT w/Incubating Stylet No. 4.5","90954.875"
"OB","01501","Reincofed ETT w/Incubating Stylet No. 5.5","90954.875"
"OB","01502","Reincofed ETT w/Incubating Stylet No. 6.0","90954.875"
"OB","01503","Reincofed ETT w/Incubating Stylet No. 6.5","90954.875"
"OB","01504","Reincofed ETT w/Incubating Stylet No. 7.5","90954.875"
"OB","01505","Reincofed ETT w/Incubating Stylet No. 8.0","90954.875"
"OB","01506","Endotracheal Tube Uncuffed No. 2.5","17500.0"
"OB","01507","Endotracheal Tube Uncuffed No. 3.5","17500.0"
"OB","01508","Endotracheal Tube Uncuffed No. 4.0","17500.0"
"OB","01509","Endotracheal Tube Uncuffed No. 4.5","17500.0"
"OB","01510","Mask Anesthesi Size 2","25000.0"
"OB","01511","Mask Anesthesi Size 4","25000.0"
"OB","01512","Mask Anesthesi Size 5","25000.0"
"OB","01513","Guedel Airway No 00/Size 50","8000.0"
"OB","01514","Guedel Airway No 5/Size 110","8000.0"
"OB","01515","Oxygen Mask w/ Nebulizer size S","15000.0"
"OB","01516","Oxygen Mask w/ Nebulizer size M","0.0"
"OB","01517","Oxygen Mask w/ Nebulizer size L","15000.0"
"OB","01518","Oxygen Mask w/ Nebulizer size XL","15000.0"
"OB","01519","Artery Klem Kocher Lurus 14 CM","15000.0"
"OB","01520","Nelathon Catheter No. 16","3454.0"
"OB","01521","Erladrine ","110000.0"
"OB","01522","Trypan Blue","60000.0"
"OB","01523","Cauter","230000.0"
"OB","01524","Caviton White/ Tambalan Sementara","143500.0"
"OB","01525","Solare Posterior X A2/Solare Biru","270750.0"
"OB","01526","Solare 2 ml Syringe Anterior A3","270750.0"
"OB","01527","Topicaina Topical Anestesi Gel","71250.0"
"OB","01528","Fuji IX ART 1-1","617500.0"
"OB","01529","G Bond ","978500.0"
"OB","01530","TKF/Tricresolformalina 10ml","42750.0"
"OB","01531","Karmi Blood Bag Triple KBT350","59962.5"
"OB","01532","Timbangan Neraca MG Kuningan","1636364.0"
"OB","01533","H2O2 3% 1 ltr","22000.0"
"OB","01534","Tramadol 500 mg","14038.9"
"OB","01535","In Stopper LL","4500.0"
"OB","01536","Sound Level Meter","2.36278125E7"
"OB","01537","Incenerator Double Chamber","1.432482875E8"
"OB","01538","Triaxytrol 5cc","11000.0"
"OB","01539","3.5 Cortex Screw L. 12mm","43200.0"
"OB","01540","3.5 Cortex Screw L. 14mm","43200.0"
"OB","01541","3.5 Cortex Screw L. 16mm","43200.0"
"OB","01542","3.5 Cortex Screw L. 18mm","43200.0"
"OB","01543","3.5 Cortex Screw L. 22mm","43200.0"
"OB","01544","4.5 Cortex Screw L.34 mm","43200.0"
"OB","01545","4.5 Cortex Screw L.36 mm","43200.0"
"OB","01546","4.5 Cortex Screw L.38 mm","43200.0"
"OB","01547","Broad DCP 8 H","396000.0"
"OB","01548","T-Plate 3.5 mm 3H","330000.0"
"OB","01549","Washer dia 4.0 mm (TI)","57000.0"
"OB","01550","Washer dia 6.5 mm (TI)","57000.0"
"OB","01551","Steinmann Pin dia 4.5 x 175mm","90000.0"
"OB","01552","Steinmann Pin dia 5.0 x 200mm","90000.0"
"OB","01553","3.5 Cortex Screw L. 20mm","43200.0"
"OB","01554","REconstruction Plate 7 H","660000.0"
"OB","01555","Carpin2% MD","15510.0"
"OB","01556","Natacen MD","36630.0"
"OB","01557","Pantocain 2% MD","14175.0"
"OB","01558","Gluco Dr Auto AGM 4000 ( Strip )","105905.83211678833"
"OB","01559","Hand Rub Anti Septik","45000.0"
"OB","01560","CTA FOR ORAL CLINIC  8136","13875.033090125691"
"OB","01561","RA-25 + 18.0","165454.54499999998"
"OB","01562","RA-25 + 14.0","165454.54499999998"
"OB","01563","RA-25 + 21","165454.54499999998"
"OB","01564","Pouches Gussetted Reels 150mmx50mmx100m RF1510","588000.0"
"OB","01565","WILLI RUSH Folley Chateter 3 Way No. 20","44818.0"
"OB","01566","Strecher Ambulance Type YDC38 (GEA)","7272727.0"
"OB","01567","Folley Catheter 2 Way No.14 ( GEA )","17000.0"
"OB","01568","H202 3% 500 cc","10000.0"
"OB","01569","Neonatal Nassal Canula","57375.0"
"OB","01570","Suction Chateter  No.12","4615.0"
"OB","01571","Feeding Tube 3.5","13860.0"
"OB","01572","Safety Thermometer Badan","13000.0"
"OB","01573","Carbachol ","55000.0"
"OB","01574","Timer","50000.0"
"OB","01575","Kertas Printer Autorefracto","12500.0"
"OB","01576","GPS Montana 650","5350000.0"
"OB","01577","L F X MD","60720.0"
"OB","01578","Tetagam P.Prefilled Syringe 1 ml","162000.0"
"OB","01579","Fuson Krim 5 gr","33300.0"
"OB","01580","Helmer Standing High Capacity Refrigerated Centrifuge 8730","3.6E8"
"OB","01581","Helmer Laboratory Refrigerator HLR111","9.72E7"
"OB","01582","Helmer Platelet Agitator PF48 i","7.776E7"
"OB","01583","Plasma Thawing DH4","1.08E8"
"OB","01584","Helmer Plasma Freezer HPF 120","1.692E8"
"OB","01585","EKF Hemoglobinmeter Hemocontrol ","1.728E7"
"OB","01586","Centron Blood Collection Mixer CM735","4.32E7"
"OB","01587","Ferriz Drops 15 ml","30000.0"
"OB","01588","Inpepsa Syrup 100 ml","49080.0"
"OB","01589","Metifer 500 UG","175000.0"
"OB","01590","Osteocal ","36591.36"
"OB","01591","Indoreagent Immerson Oil IR @50 ml","225000.0"
"OB","01592","Masker Tie On Surgidress","16500.01169142068"
"OB","01593","Fendona 5 WP ","432000.0"
"OB","01594","DELUXE L/V DECUBITUS BED AIR DOCTOR KOREA","661616.3087407408"
"OB","01595","Cefixime 200mg Kap","327279.75"
"OB","01596","Dexyclav DS","45900.0"
"OB","01597","Degrium 5 mg ","237600.0"
"OB","01598","Norelut 5mg","168750.0"
"OB","01599","Pronalges Suppo 100mg","103500.0"
"OB","01600","H2O2 3 % 10 CC","25.0"
"OB","01601","Claneksi DS","51312.8"
"OB","01602","Ocuson Tab","129360.0"
"OB","01603","Neo Kaolana Syr 120 ml","12397.0"
"OB","01604","Mucohexin Tab","48510.0"
"OB","01605","Mucohexin Elixir Syr","15954.4"
"OB","01606","Antisera A @10 ml/vial","60000.0"
"OB","01607","Antisera B @ 10ml/vial","60000.0"
"OB","01608","Thermometer ALK-10+110 c","18000.0"
"OB","01609","Pipet Tetes Pendek","797.2209592681079"
"OB","01610","Kartu Golongan Darah","38500.0"
"OB","01611","Curcuma Tab","88000.0"
"OB","01612","Dulcolax Tablet","119545.0"
"OB","01613","Ventolin Nebules 2.5mg","163418.18181818182"
"OB","01614","Aspilet Tab","58300.0"
"OB","01615","Neo K Inj","67760.0"
"OB","01616","Aseptik Gel 500 ml","32904.0"
"OB","01617","OXYCAN","39996.3476990504"
"OB","01618","Tensimeter Jarum","58637.0"
"OB","01619","HB Sahli","39947.531318022484"
"OB","01620","Tajimaco Gunting Heacting 14 cm","18182.0"
"OB","01621","Zinc Oxyd 1 kg","90909.09"
"OB","01622","Gliserin PH 1 ltr","75000.0"
"OB","01623","Talk Haicen 1 kg","10909.1"
"OB","01624","Cotrimoxazole 480 mg","16666.363"
"OB","01625","Antasida Doen Holi","10000.0"
"OB","01626","Gentamicin 0.1 % Salep Kulit 5gr","2260.909"
"OB","01627","Histigo ","24840.0"
"OB","01628","Librozym Plus ","56000.0"
"OB","01629","Metronidazole 500","23491.772709999997"
"OB","01630","Salbutamol 2 mg ","9092.727"
"OB","01631","Thrombopob Oint","39200.0"
"OB","01632","Thrombopob Gel","50662.727"
"OB","01633","Dynamed Emergency Medical Kit/BLS Kit Deluxe","1.25375E7"
"OB","01634","Miravon 8 mg Tablet","9089.699849999997"
"OB","01635","Acetik Gel 5 ltr","144500.0"
"OB","01636","Pimtrakol Plus Syrup 60 ml lemo","6454.546"
"OB","01637","Yusimox","5000.0"
"OB","01638","SPUIT DISP 10 CC (TP)","779.6264"
"OB","01639","Renalyte OTC","12740.0"
"OB","01640","Spinoken No. 27","20000.0"
"OB","01641","Simvastatin 10 mg","13221.9"
"OB","01642","Amlodipin Tablet 5 mg","36654.240000000005"
"OB","01643","AMLODIPINE 10  MG","22908.9"
"OB","01644","Cetirizine 10 mg FC Tab ","13849.6"
"OB","01645","Ketokonazole Tab 200 mg","17611.02"
"OB","01646","Kursi Roda SM 8017","1072610.0"
"OB","01647","Masker Earloop Solamask","25000.0"
"OB","01648","Botol 200 CC","1200.0"
"OB","01649","Sulcolon 500mg ","770000.0"
"OB","01650","Interhistin Tab","62842.5"
"OB","01651","L-Bio Shachet","174240.0"
"OB","01652","Handschoon Gynekologi","13636.0"
"OB","01653","Lampu UV","272727.0"
"OB","01654","Pahsco Feeding Tube Steril  FR 8","5525.0"
"OB","01655","Rivanol Serbuk 100gr","400000.0"
"OB","01656","TGF ","83820.0"
"OB","01657","Glaopen MD","79420.0"
"OB","01658","Fenicol 0.5 MD","15400.0"
"OB","01659","Lumpang No. 16","45455.0"
"OB","01660","Glaopen Askes 0.6","64002.4"
"OB","01661","Tajimaco Pincet Anatomy 14 cm","10600.0"
"OB","01662","Tajimaco Pincet Cirugis 14 cm","11600.0"
"OB","01663","Tajimaco Handle Pisau No. 3","7086.0"
"OB","01664","IOL Posterior RP 12 + 19 Rohto","90000.0"
"OB","01665","RP 12 + 19.5","90000.0"
"OB","01666","RP 12 + 20","90000.0"
"OB","01667","IOl Posterior RP 12 + 20.5 OD Rohto","90000.0"
"OB","01668","Tajimaco Tounge Spatel Berlubang 19 cm","7440.0"
"OB","01669","Tajimaco Refleks Hammer Taylor Handle Plastik","24840.0"
"OB","01670","Slit Knife SLU 275","100000.0"
"OB","01671","Crescent Knife 2.6 mm","100000.0"
"OB","01672","Stab Knife 15 degree","110000.0"
"OB","01673","Ranitidin Tab","21945.0"
"OB","01674","Ethilon 10/0 U7008","2751960.0"
"OB","01675","Vicryl 8/0 W9560","2787660.0"
"OB","01676","Hand Schoon Steril No. 6,5","8000.0"
"OB","01677","Hand Schoon Steril No. 7","8000.0"
"OB","01678","Hand Schoon Steril No. 8","7272.727"
"OB","01679","Aquadest 1000ml","10000.0"
"OB","01680","Folavit 400mg","80850.0"
"OB","01681","CDR 10 tab","30006.95"
"OB","01682","Talisin Kalk Sry","4012.0"
"OB","01683","OBH Spesial 100ml ( NBF )","3504.8118811881186"
"OB","01684","Omeprazole 20mg","11993.24"
"OB","01685","Zinkid Syr","27500.0"
"OB","01686","Sanadryl DMP 60CC","10187.1"
"OB","01687","Sanadryln 60 CC","9486.4"
"OB","01688","Rabipur","120000.0"
"OB","01689","Omron Automatic Blood Pressure HEM  7117 ","409090.909"
"OB","01690","Karmi Blood Bag Single KBS250","30149.999999999996"
"OB","01691","EKF Hemocontrol HB-Cuvette (50Test)","390000.0"
"OB","01692","Condom Chateter Uk M","3636.0"
"OB","01693","Condom Chateter Uk S","3636.0"
"OB","01694","Allupurinol 300 mg","49500.0"
"OB","01695","Rhinofed Tab","77000.0"
"OB","01696","Stesolid 5 mg","118800.0"
"OB","01697","Stesolid 10 mg","178200.0"
"OB","01698","Laserin Syrup","8000.0"
"OB","01699","Paket Jasa Perbaikan Alat Kedokteran","3.4145E7"
"OB","01700","Paket Jasa Perbaikan Alat Kesehatan","3.851E7"
"OB","01701","1/3 Tubular Plate 7 H","285000.0"
"OB","01702","4.0 Cancellous Screw Partial Thread L.14 mm","62100.0"
"OB","01703","Small  DCP 6 H","330000.0"
"OB","01704","Reconstruction Plate 6 H","660000.0"
"OB","01705","3.5 Cortex Screw L.24 mm","43200.0"
"OB","01706","4.5 Cortex Screw L.16 mm","43200.0"
"OB","01707","4.5 Cortex Screw L.50 mm","43200.0"
"OB","01708","Small DCP 5 H","330000.0"
"OB","01709","1/3 tUBULAR pLATE 6 h","285000.0"
"OB","01710","Tabung O2 Besar Lengkap","1270000.0"
"OB","01711","Augentonic 15ml","23452.5"
"OB","01712","Augentonic 5ml","22110.0"
"OB","01713","Conver 2% 15 ML","11475.862068965518"
"OB","01714","Polydex 5ml","31460.0"
"OB","01715","Catarlent 5ml","19910.0"
"OB","01716","Nelathon Catheter No. 10","7019.6"
"OB","01717","Nelathon Catheter No. 14","8500.0"
"OB","01718","Nelathon Catheter No. 12","7019.6"
"OB","01719","Korentang 25 cm","38280.0"
"OB","01720","Resucitator/ Ambu Bag Infant","377272.6666666667"
"OB","01721","Ultrasoundgel USG 250 ml ( OM )","12584.0"
"OB","01722","Balon Tensi STD Grey","13636.0"
"OB","01723","Tempat Korentang 17.5","45455.0"
"OB","01724","Timbangan Badan+Tinggi ZT-120 (gea)","681818.0"
"OB","01725","Pisau Operasi No. 15 ( Aesculap )","272727.2727"
"OB","01726","Urinal Pria SS","187000.0"
"OB","01727","Safety Thermometer Digital","14545.65"
"OB","01728","Nald Hecting SETE 21","89890.90904"
"OB","01729","Thermometer Digital ( Microlife )","500000.0"
"OB","01730","UPS SE 1000","3375000.0"
"OB","01731","Handschoon Steril No. 7.5 Gammex","7954.5454"
"OB","01732","Handschoon Non Steril  Uk M","35000.0"
"OB","01733","Handschoon Non steril Uk S","35000.0"
"OB","01734","Infusion Set Bayi","13300.0"
"OB","01735","Speculum Vagina UK S Cocor Bebek","70400.0"
"OB","01736","Speculum Vagina UK M Cocor Bebek","70400.0"
"OB","01737","Speculum Vagina UK L Cocor Bebek","70400.0"
"OB","01738","Tangkai Scapel No.4","9161.518091650485"
"OB","01739","Tromol Gass No. 27 cm","297500.0"
"OB","01740","Pengait IUD","25500.0"
"OB","01741","Tenakulum/Kogeltang","59500.0"
"OB","01742","Gunting Operasi 14cm Ta-Tu","16363.63629"
"OB","01743","Tampontang 25 cm","38250.0"
"OB","01744","WILLI RUSH Folley Chateter 2 Way No. 18","8000.0"
"OB","01745","Bola Hisap","139400.0"
"OB","01746","Blood Lancet 200","27108.96424116424"
"OB","01747","Centron Centrifuge Balance CB220","1.65E7"
"OB","01748","Pehacain","54000.0"
"OB","01749","GG 100ml","7118.0"
"OB","01750","Gunting Operasi B/L 14 cm Tu-tu","15454.545385000001"
"OB","01751","Sterilitator ","1363636.3636"
"OB","01752","Sonde Uterus 30 cm","108000.0"
"OB","01753","Jarum Ose Nikel","65000.0"
"OB","01754","Otoscope 2050","753000.0"
"OB","01755","Betadine Solution 1 Liter","175000.0"
"OB","01756","Speculum Vagina Uk. S","13242.67894736842"
"OB","01757","Handschoon Non Steril UK S","35000.0"
"OB","01758","Handschoon Non Steril UK M","35000.0"
"OB","01759","Kotak Preparat","25000.0"
"OB","01760","Kertas Stiker/ Label","60000.0"
"OB","01761","Perlak","50000.0"
"OB","01762","Xray Grid 8: 1/24x30 cm","3825000.0"
"OB","01763","Xray Grid 8: 1/30x40 cm","5100000.0"
"OB","01764","Xray Grid 8: 1/35x35 cm","5780000.0"
"OB","01765","Stiker Slide ","1200.0"
"OB","01766","Domperidone Tab 10mg","30821.6"
"OB","01767","ID BRACELET INFANT RED HOSPILAB","127500.0"
"OB","01768","ID BRACELET INFANT PURPLE HOSPILAB","127500.0"
"OB","01769","ID BRACELET INFANT WHITE HOSPILAB","127500.0"
"OB","01770","Kaca Mata Google Solamed","33750.0"
"OB","01771","Trulene Mesh 15x15 REf 1515","467500.0"
"OB","01772","Aminophyline 10ml/30","103089.0"
"OB","01773","Examination Gloves Lightly Uk. S","30489.351578127043"
"OB","01774","Examination Gloves Lightly Uk. M","30449.265010630825"
"OB","01775","Latex Steril Surgical Uk. 7 Lowpowder","132334.71073636363"
"OB","01776","Latex Steril Surgical Uk. 7.5 Lowpowder","118801.44699275128"
"OB","01777","Gynaecology Bed PC SM 9022APC","2744820.0"
"OB","01778","Deluxe Single Bowl Stand SM 9033C","807300.0"
"OB","01779","Deluxe Double Bowl Stand SM 9032C","0.0"
"OB","01780","Instrumen Trolley 2 Shelves SM 9046A","2421900.0"
"OB","01781","New Advance Hospital Bed w/Manual SM 9014AN","6126900.0"
"OB","01782","Asam Mefenamat Kaplet","13597.36362"
"OB","01783","Ciproflaxin 500mg","38286.0"
"OB","01784","Dettol IHS Orig 50ml","9108.48"
"OB","01785","Dettol IHS Refresh 50 ml","9108.48"
"OB","01786","Dettol IHS Soothe 50ml","9108.480000000001"
"OB","01787","Fendona 5 wp sachet","45818.18"
"OB","01788","Manitol Infus ","80000.0"
"OB","01789","Gluco Dr Biostrip AGS-50 ( Strip )","250000.0"
"OB","01790","Needle 1cc 26 Gx1/2 inc","61810.0"
"OB","01791","Needle 10cc 21  Gx1 1/2","35640.0"
"OB","01792","3 ALL","200000.0"
"OB","01793","Medicine Packet SI-20-S Pakai  Logo","2800.0"
"OB","01794","Medicine Packet SI-20-S Polos","2650000.0"
"OB","01795","Holder Standar Yellow Bulk CE","1150.0"
"OB","01796","Caryo Tube/ Stardec Sample Cup 1.5ml","153750.0"
"OB","01797","UPS LI-3600","3150000.0"
"OB","01798","MY-JELLY 10 GR","21818.0"
"OB","01799","JASA PERBAIKAN TENSIMETER","30000.0"
"OB","01800","laringoscope maccintos adult","1772727.0"
"OB","01801","Ambu bag Dewasa Silicon","480000.0"
"OB","01802","ECG Paper 58 X 30 mm ( Bionet )","30050.0"
"OB","01803","POUCHES FLAT REELS 250MM X 200M","745000.0"
"OB","01804","INNOSPIRE ESSENCE NEBULIZER COMPRESSOR","475000.0"
"OB","01805","PEAK FLOW METER DEWASA","375000.0"
"OB","01806","PEAK FLOW METER ANAK","375000.0"
"OB","01807","XYLOCAIN 2 % JELLY 10 GR","55873.6"
"OB","01808","STETOSCOPE PREMIER","34545.0"
"OB","01809","SUCTION CATHETER NO.8","4350.0"
"OB","01810","LUMPANG 13 CM","40909.0"
"OB","01811","OTOPAIN EAR DROP","47616.0"
"OB","01812","XITROL ED 5 ML","23980.0"
"OB","01813","SAVLON 111","22727.0"
"OB","01814","PEDITOK 50 ML","4891.0"
"OB","01815","IODINE POVIDON 10 % 30 ML","3977.0"
"OB","01816","GYPSONA 4 "" 3,5 m x 10 cm","31893.640000000003"
"OB","01817","GYPSONA 6 "" 3.5m x 15 cm","41823.2"
"OB","01818","5.0 Locking Head Screw SelfTapping L.26 mm","400400.0"
"OB","01819","5.0 Locking Head Screw Self Tapping L.28 mm","400400.0"
"OB","01820","5.0 Locking Head Screw Self Tapping L.30 mm","400400.0"
"OB","01821","5.0 Locking Head Screw Self Tapping L.42 mm","477750.0"
"OB","01822","4,5 mm LCP Narrow 7 H","1367800.0"
"OB","01823","Helmer Blood Bank Refrigerator HB 111","1.3824E8"
"OB","01824","XYLOCAINE 2 % PDF 20 ML","274380.0"
"OB","01825","HAND CONTROLLED PENCIL","150000.0"
"OB","01826","kaporit 60 % ","36363.64"
"OB","01827","WILLI RUSH Folley Catheter 2 way N0.16","15455.0"
"OB","01828","GAS N20 22 KG","2640000.0"
"OB","01829","TABUNG N20 22 KG","1200000.0"
"OB","01830","LAPAROTOMY SPONGES 270 X 18 HOSPILAB","1262754.775"
"OB","01831","KANTONG MAYAT","130000.0"
"OB","01832","TABUNG VACUM TAINER 10 ML ( PLAIN 10 ML )","274295.0"
"OB","01833","K3 EDTA 3 ML GP","140530.0"
"OB","01834","DILUENT 20 LTR MINDRAY","1097600.0"
"OB","01835","RINSE 20 LTR MINDRAY","1095000.0"
"OB","01836","YELLOW TIPS ","54545.0"
"OB","01837","IODINE POVIDONE 300 ML","22000.0"
"OB","01838","PK KRISTAL 3 GR","5000.0"
"OB","01839","SPUIT DISP 50 CC LUBANG TENGAH","20000.0"
"OB","01840","USG PAPER UPP 110 HG","212500.0"
"OB","01841","EPINEPRINE INJ","682000.0"
"OB","01842","CAT GUT CHROMIC 2/0 + NEEDLE","122727.0"
"OB","01843","CAT GUT SILK 2/0","154546.0"
"OB","01844","KURSI RODA CROME","818182.0"
"OB","01845","FILM DI-HT 35X43","1833000.0"
"OB","01846","WATER STERIL 1 LITER( OTSUKA )","18000.0"
"OB","01847","SILK 2/0 TS-27 75CM REF.654","22321.6"
"OB","01848","POLYPROPYLENE 5/0 TS-15 75 cm REF.9532","30746.100000000002"
"OB","01849","SILK 1 TS-30 75 cm REF.6587","53147.0"
"OB","01850","AQUADEST 1 LITER","10000.0"
"OB","01851","VACCINE CARIER KECIL AIDVC-24","812500.0"
"OB","01852","MYDRIATYL 0.5 % 5 ML","25410.0"
"OB","01853","TONGKAT KETIAK Uk.L SM 8061","67500.0"
"OB","01854","5.0 Locking Head Screw Self Tapping L.32 mm","400400.0"
"OB","01855","5.0 Locking Head Screw Self Tapping L.36 mm","400400.0"
"OB","01856","5.0 Locking Head Screw Self Tapping L.48 mm","477750.0"
"OB","01857","5.0 Locking Head Screw Self Tapping L.70 mm","477750.0"
"OB","01858","DISTAL FEMORAL LCP 5 H Left","5145000.0"
"OB","01859","4.5 Cortex Screw L.38 mm ( Titanium )","157500.0"
"OB","01860","4.5 Cortex Screw L.50 mm ( Titanium )","157500.0"
"OB","01861","Recontruction Plate 8 H","660000.0"
"OB","01862","PESARIUM FOR VAGINAL Uk.6,5","349775.0"
"OB","01863","Feeding Tube FR 10 Rhomsons","11285.206896551725"
"OB","01864","Fulse Oxyheter Oxy 9 wave/neonatal","5436375.0"
"OB","01865","Lise 500 ml Mindray ","1212500.0"
"OB","01866","Fulse Oxyheter Oxy 9 wave/neonatal","0.0"
"OB","01867","Bionet Fulse Oxyheter Oxy 9 wave/neonatal","5436374.0"
"OB","01868","Assucryl 3/0 TS-27 75cm REF 4574","36895.6"
"OB","01869","Antisera A Biorex","108000.0"
"OB","01870","Antisera B Biorex","108000.0"
"OB","01871","Salmonella Type O","120000.0"
"OB","01872","Salmonella Type H","120000.0"
"OB","01873","Vitamin B Complex Tab","10909.0"
"OB","01874","Examination Bed PC+pagar besi+chrome+tiang infus SM9021A","2264600.0"
"OB","01875","Foot Step PC SM 9035A","322920.0"
"OB","01876","Test Tube PL.12x75ml ABM","300.0"
"OB","01877","Lampu Halogen 50 Watt 12V Philips","35000.0"
"OB","01878","Isi Tabung Oksigen Besar","70000.0"
"OB","01879","Ampulab Tab EDTA K2 2ml ","149790.0"
"OB","01880","Ampulab Tab EDTA K3 3ml ","120250.0"
"OB","01881","Ampulab Tab Plain 4ml ","120250.0"
"OB","01882","Ampulab Tab Reaksi 12x75 Kaca ","0.0"
"OB","01883","Plesterin Bulat OM","30800.0"
"OB","01884","Papan Kapsul Semua Nomor","345454.545"
"OB","01885","Suction Chateter Uk. 10 OM","3939.65"
"OB","01886","Suction Chateter Uk. 14 OM","3940.0"
"OB","01887","ECG Paper  80mm x 70mm ( Schiller )","85000.0"
"OB","01888","Blood Tranfusion Set GEA","3636.0"
"OB","01889","Medicine Packet SI-20 Polos","1375000.0"
"OB","01890","Sealing Equipments-S","2100000.0"
"OB","01891","Pulverizer-S","1350000.0"
"OB","01892","Vasacon MD","12980.0"
"OB","01893","Test Tube 13x100 Pyrex","5100.0"
"OB","01894","Antisera D 10ml","150000.0"
"OB","01895","Urid Acid 8x20 ml Thermo Indiko","2640000.0"
"OB","01896","Cholesterol 12x20ml","2800000.0"
"OB","01897","Creatinne (ENZ)  4x30 ml","2400000.0"
"OB","01898","Ecal 5x3ml","1288000.0"
"OB","01899","Glucose 8x20 ml","2080000.0"
"OB","01900","Lab Geo Reagen Diluent","2200000.0"
"OB","01901","Notrol 10x5","2024000.0"
